Tournament,Date,Surface,Round,player_0,player_0_rank,player_0_odd,player_1,player_1_rank,player_1_odd,outcome,player_0_match_win_percent,player_1_match_win_percent,player_0_games_win_percent,player_1_games_win_percent,player_0_5_set_match_win_percent,player_1_5_set_match_win_percent,player_0_close_sets_percent,player_1_close_sets_percent,player_0_match_win_percent_hard,player_1_match_win_percent_hard,player_0_games_win_percent_hard,player_1_games_win_percent_hard,player_0_5_set_match_win_percent_hard,player_1_5_set_match_win_percent_hard,player_0_close_sets_percent_hard,player_1_close_sets_percent_hard,player_0_match_win_percent_52,player_1_match_win_percent_52,player_0_games_win_percent_52,player_1_games_win_percent_52,player_0_5_set_match_win_percent_52,player_1_5_set_match_win_percent_52,player_0_close_sets_percent_52,player_1_close_sets_percent_52,player_0_match_win_percent_hard_60,player_1_match_win_percent_hard_60,player_0_games_win_percent_hard_60,player_1_games_win_percent_hard_60,player_0_5_set_match_win_percent_hard_60,player_1_5_set_match_win_percent_hard_60,player_0_close_sets_percent_hard_60,player_1_close_sets_percent_hard_60,player_0_match_win_percent_hh,player_1_match_win_percent_hh,player_0_games_win_percent_hh,player_1_games_win_percent_hh,player_0_match_win_percent_hard_hh,player_1_match_win_percent_hard_hh,player_0_games_win_percent_hard_hh,player_1_games_win_percent_hard_hh,diff_rank,diff_match_win_percent,diff_games_win_percent,diff_5_set_match_win_percent,diff_close_sets_percent,diff_match_win_percent_hard,diff_games_win_percent_hard,diff_5_set_match_win_percent_hard,diff_close_sets_percent_hard,diff_match_win_percent_52,diff_games_win_percent_52,diff_5_set_match_win_percent_52,diff_close_sets_percent_52,diff_match_win_percent_hard_60,diff_games_win_percent_hard_60,diff_5_set_match_win_percent_hard_60,diff_close_sets_percent_hard_60,diff_match_win_percent_hh,diff_games_win_percent_hh,diff_match_win_percent_hard_hh,diff_games_win_percent_hard_hh
US Open,2015/09/09,Hard,Quarterfinals,Wawrinka S.,5,1.53,Anderson K.,14,2.5,0,0.635009311,0.5718390805,0.5324506037,0.5164118465,0.7153284672,0.6119402985,0.5644562334,0.5432937182,0.6281588448,0.5875,0.5291344769,0.5196297478,0.7671232877,0.6285714286,0.5660184237,0.5493670886,0.7166666667,0.6515151515,0.5467667436,0.5250817884,0.9090909091,0.8,0.6071428571,0.5745614035,0.6888888889,0.6393442623,0.5366037736,0.528721433,0.8571428571,0.8181818182,0.6196319018,0.5609756098,0.4285714286,0.5714285714,0.4876847291,0.5123152709,0.4285714286,0.5714285714,0.4876847291,0.5123152709,-9,0.06317023053,0.01603875727,0.1033881686,0.02116251526,0.04065884477,0.009504729043,0.1385518591,0.01665133514,0.06515151515,0.02168495521,0.1090909091,0.03258145363,0.04954462659,0.007882340602,0.03896103896,0.05865629208,-0.1428571429,-0.02463054187,-0.1428571429,-0.02463054187
US Open,2015/09/10,Hard,Quarterfinals,Federer R.,2,1.08,Gasquet R.,12,8,0,0.8601485149,0.6590106007,0.5931513976,0.5456033011,0.8804347826,0.6885245902,0.6364247312,0.553038105,0.8648111332,0.6358208955,0.5959017037,0.5399583894,0.8913043478,0.6833333333,0.6442577031,0.5475555556,0.8888888889,0.7234042553,0.5991016283,0.5562859491,0.8421052632,0.8125,0.6338582677,0.549132948,0.9152542373,0.7142857143,0.6019417476,0.5484988453,0.8461538462,0.7777777778,0.645320197,0.5528455285,0.8571428571,0.1428571429,0.5959885387,0.4040114613,0.8571428571,0.1428571429,0.5959885387,0.4040114613,-10,0.2011379141,0.04754809654,0.1919101924,0.08338662614,0.2289902377,0.05594331427,0.2079710145,0.09670214753,0.1654846336,0.04281567924,0.02960526316,0.08472531974,0.200968523,0.05344290231,0.06837606838,0.09247466859,0.7142857143,0.1919770774,0.7142857143,0.1919770774
US Open,2015/09/11,Hard,Semifinals,Djokovic N.,1,1.12,Cilic M.,9,6,0,0.8299039781,0.6398305085,0.5908554256,0.5326131435,0.864628821,0.7184466019,0.6196597353,0.5505548705,0.8379530917,0.6616541353,0.5956298424,0.5370694688,0.8717948718,0.7735849057,0.6276660573,0.564159292,0.9277108434,0.6170212766,0.6209560599,0.5178707224,0.9615384615,0.8571428571,0.657807309,0.5147928994,0.884057971,0.6944444444,0.6175059952,0.5342741935,0.9444444444,1,0.6419753086,0.5692307692,1,0,0.6217948718,0.3782051282,1,0,0.6217948718,0.3782051282,-8,0.1900734696,0.0582422821,0.146182219,0.06910486482,0.1762989563,0.05856037366,0.09820996613,0.06350676525,0.3106895668,0.1030853374,0.1043956044,0.1430144096,0.1896135266,0.08323180166,-0.05555555556,0.07274453941,1,0.2435897436,1,0.2435897436
US Open,2015/09/12,Hard,Semifinals,Federer R.,2,1.3,Wawrinka S.,5,3.5,0,0.8603213844,0.6356877323,0.5933012094,0.5327352417,0.880866426,0.7173913043,0.6363636364,0.5645502646,0.8650793651,0.6294964029,0.5961448049,0.5296881117,0.8920863309,0.7702702703,0.6441340782,0.566191446,0.8904109589,0.7213114754,0.6007751938,0.5489192264,0.85,0.9130434783,0.6332046332,0.6069868996,0.9166666667,0.6956521739,0.6039536469,0.5396002961,0.8571428571,0.8666666667,0.6442307692,0.619047619,0.8421052632,0.1578947368,0.5743380855,0.4256619145,0.8421052632,0.1578947368,0.5743380855,0.4256619145,-3,0.2246336521,0.06056596762,0.1634751216,0.07181337181,0.2355829622,0.06645669318,0.1218160607,0.07794263218,0.1690994835,0.0518559674,-0.06304347826,0.02621773364,0.2210144928,0.06435335082,-0.009523809524,0.02518315018,0.6842105263,0.1486761711,0.6842105263,0.1486761711
US Open,2015/09/13,Hard,The Final,Djokovic N.,1,1.66,Federer R.,2,2.2,0,0.8301369863,0.8604938272,0.5911551863,0.5934226668,0.8652173913,0.881294964,0.6196226415,0.6363027461,0.8382978723,0.8653465347,0.596107056,0.596340319,0.8728813559,0.8928571429,0.627582017,0.6440111421,0.9285714286,0.8918918919,0.6233269598,0.6020742358,0.962962963,0.8571428571,0.6568627451,0.6325757576,0.8857142857,0.9180327869,0.6204854944,0.6054922974,0.9473684211,0.8666666667,0.6411290323,0.6431924883,0.5,0.5,0.4951881015,0.5048118985,0.5,0.5,0.4951881015,0.5048118985,-1,-0.03035684086,-0.002267480515,-0.01607757272,-0.01668010464,-0.02704866231,-0.000233263088,-0.01997578692,-0.01642912505,0.03667953668,0.02125272404,0.1058201058,0.02428698752,-0.03231850117,0.01499319699,0.08070175439,-0.002063456005,0,-0.009623797025,0,-0.009623797025
US Open,2016/08/29,Hard,1st Round,Thompson J.,91,2.5,Darcis S.,106,1.5,1,0.1818181818,0.4551724138,0.4540059347,0.4868137783,0.1666666667,0.2903225806,0.3333333333,0.4426559356,0.1666666667,0.4507042254,0.4417177914,0.4869989166,0,0.2307692308,0.2916666667,0.4644351464,0.2222222222,0.2857142857,0.4580152672,0.4615384615,0.25,0.25,0.3428571429,0.4137931034,0.25,0.2,0.4431818182,0.4316546763,0,0,0.2857142857,0.4210526316,0,0,0,0,0,0,0,0,-15,-0.273354232,-0.03280784354,-0.123655914,-0.1093226023,-0.2840375587,-0.04528112517,-0.2307692308,-0.1727684798,-0.06349206349,-0.003523194363,0,-0.07093596059,0.05,0.01152714192,0,-0.1353383459,0,0,0,0
US Open,2016/08/29,Hard,1st Round,Kuznetsov An.,47,1.57,Bellucci T.,65,2.25,0,0.4299065421,0.4735202492,0.4827332843,0.491038133,0.5357142857,0.42,0.4217506631,0.4873000941,0.4772727273,0.3787878788,0.4952627046,0.4748871332,0.5833333333,0.3846153846,0.4551282051,0.4553571429,0.5641025641,0.3235294118,0.5177228786,0.4696261682,0.6666666667,0.5,0.4888888889,0.4152542373,0.5833333333,0.3636363636,0.5282685512,0.4734917733,0.75,0.6,0.5,0.4078947368,1,0,0.5333333333,0.4666666667,1,0,0.5333333333,0.4666666667,-18,-0.04361370717,-0.008304848695,0.1157142857,-0.06554943094,0.09848484848,0.02037557138,0.1987179487,-0.0002289377289,0.2405731523,0.0480967104,0.1666666667,0.0736346516,0.2196969697,0.05477677793,0.15,0.09210526316,1,0.06666666667,1,0.06666666667
US Open,2016/08/29,Hard,1st Round,Cilic M.,9,1.01,Dutra Silva R.,427,21,0,0.641509434,0.2,0.5331005383,0.4082687339,0.7053571429,0.2222222222,0.5567805954,0.2685185185,0.6612903226,0.4,0.5370998117,0.4107142857,0.7543859649,0.5,0.5699233716,0.3043478261,0.6825396825,0.1428571429,0.5406340058,0.4189944134,0.7142857143,0,0.6221198157,0.32,0.6785714286,0,0.5378890392,0.2941176471,0.7777777778,0,0.6075268817,0,0,0,0,0,0,0,0,0,-418,0.441509434,0.1248318045,0.4831349206,0.2882620769,0.2612903226,0.126385526,0.2543859649,0.2655755456,0.5396825397,0.1216395924,0.7142857143,0.3021198157,0.6785714286,0.2437713922,0.7777777778,0.6075268817,0,0,0,0
US Open,2016/08/29,Hard,1st Round,Gasquet R.,15,1.2,Edmund K.,84,4.33,1,0.6590538336,0.3142857143,0.5446839269,0.4527896996,0.6946564885,0.2222222222,0.552118039,0.406504065,0.6356164384,0.2666666667,0.5378728194,0.4395886889,0.6721311475,0,0.5464256368,0.4081632653,0.68,0.4285714286,0.5387658228,0.4797891037,0.8333333333,0.25,0.5459770115,0.4647887324,0.6666666667,0.4,0.527892562,0.4744525547,0.75,0,0.56,0.53125,0,0,0,0,0,0,0,0,-69,0.3447681193,0.09189422736,0.4724342663,0.145613974,0.3689497717,0.09828413041,0.6721311475,0.1382623715,0.2514285714,0.05897671909,0.5833333333,0.0811882791,0.2666666667,0.05344000724,0.75,0.02875,0,0,0,0
US Open,2016/08/29,Hard,1st Round,Pella G.,51,2.25,Fratangelo B.,115,1.57,0,0.3793103448,0.375,0.4778869779,0.4503631961,0.2727272727,0.2,0.5102040816,0.3448275862,0.2941176471,0.3846153846,0.4448818898,0.4482758621,0.1666666667,0,0.4444444444,0.3488372093,0.4285714286,0.4,0.5082352941,0.459798995,0.3333333333,0.2,0.6041666667,0.3636363636,0.4444444444,0.3846153846,0.4885993485,0.4482758621,0.3333333333,0,0.6060606061,0.3488372093,0,0,0,0,0,0,0,0,-64,0.004310344828,0.02752378176,0.07272727273,0.1653764954,-0.09049773756,-0.003393972305,0.1666666667,0.09560723514,0.02857142857,0.04843629914,0.1333333333,0.240530303,0.05982905983,0.04032348647,0.3333333333,0.2572233968,0,0,0,0
US Open,2016/08/29,Hard,1st Round,Elias G.,60,2.2,Stakhovsky S.,92,1.61,1,0.3714285714,0.4545454545,0.4609756098,0.4869837808,0,0.4222222222,0.389380531,0.4609704641,0,0.4444444444,0.3636363636,0.4846259752,0,0.3636363636,0.2222222222,0.4667863555,0.5,0.35,0.5027173913,0.4688057041,0,0.5,0.46,0.4305555556,0,0.3157894737,0.4090909091,0.46,0,0.5,0.3333333333,0.4153846154,0,0,0,0,0,0,0,0,-32,-0.08311688312,-0.02600817108,-0.4222222222,-0.07158993316,-0.4444444444,-0.1209896116,-0.3636363636,-0.2445641333,0.15,0.0339116872,-0.5,0.02944444444,-0.3157894737,-0.05090909091,-0.5,-0.08205128205,0,0,0,0
US Open,2016/08/29,Hard,1st Round,Klizan M.,29,1.72,Youzhny M.,61,2,1,0.5,0.5704099822,0.4920598389,0.5212810494,0.3703703704,0.6293103448,0.4858156028,0.5169712794,0.4698795181,0.5907590759,0.4813767091,0.5281430826,0.4285714286,0.6153846154,0.4801444043,0.5301085884,0.5862068966,0.4516129032,0.5170940171,0.4943109987,0,0.4,0.5268817204,0.4563106796,0.5,0.4444444444,0.4897959184,0.4814814815,0,0.5,0.4634146341,0.3448275862,1,0,0.5428571429,0.4571428571,1,0,0.5428571429,0.4571428571,-32,-0.07040998217,-0.0292212105,-0.2589399745,-0.03115567654,-0.1208795578,-0.04676637349,-0.1868131868,-0.04996418402,0.1345939933,0.02278301836,-0.4,0.07057104082,0.05555555556,0.008314436886,-0.5,0.1185870479,1,0.08571428571,1,0.08571428571
US Open,2016/08/29,Hard,1st Round,Ramos-Vinolas A.,33,1.57,Benneteau J.,248,2.25,0,0.43,0.4835164835,0.4904510362,0.4925257732,0.4666666667,0.4675324675,0.4545454545,0.4845292956,0.3666666667,0.5034965035,0.4779706275,0.4956846951,0.2,0.4571428571,0.41,0.4752155172,0.4901960784,0.3125,0.5044052863,0.4543269231,0.6363636364,0.25,0.5085714286,0.375,0.3529411765,0.3636363636,0.4786324786,0.4652014652,0.3333333333,0,0.4561403509,0.4285714286,1,0,0.7058823529,0.2941176471,1,0,0.7058823529,0.2941176471,-215,-0.05351648352,-0.002074737032,-0.0008658008658,-0.02998384104,-0.1368298368,-0.01771406755,-0.2571428571,-0.06521551724,0.1776960784,0.05007836327,0.3863636364,0.1335714286,-0.01069518717,0.01343101343,0.3333333333,0.02756892231,1,0.4117647059,1,0.4117647059
US Open,2016/08/29,Hard,1st Round,Almagro N.,48,1.44,Fucsovics M.,155,2.62,0,0.6030664395,0.2857142857,0.5251514353,0.4886363636,0.5841584158,0,0.5608762099,0.4761904762,0.4892473118,0.5,0.5003827019,0.5217391304,0.5652173913,0,0.5492307692,0.5,0.5,0.5,0.5042979943,0.5192307692,0.5714285714,0,0.5625,0.6666666667,0.3333333333,0,0.4692082111,0,0.5,0,0.5,0,0,0,0,0,0,0,0,0,-107,0.3173521538,0.03651507171,0.5841584158,0.08468573369,-0.01075268817,-0.02135642856,0.5652173913,0.04923076923,0,-0.01493277496,0.5714285714,-0.1041666667,0.3333333333,0.4692082111,0.5,0.5,0,0,0,0
US Open,2016/08/29,Hard,1st Round,Robert S.,52,2.5,Seppi A.,87,1.5,1,0.380952381,0.4810810811,0.461996337,0.4951442646,0.3703703704,0.4772727273,0.4052287582,0.484519283,0.425,0.4448529412,0.4719535783,0.4874536641,0.4666666667,0.4634146341,0.42,0.4710467706,0.5,0.4390243902,0.4842657343,0.4945490585,0.5,0.5555555556,0.4615384615,0.4184397163,0.5,0.3703703704,0.5022222222,0.4820359281,0.6666666667,0.6666666667,0.5,0.4086021505,0,1,0.3684210526,0.6315789474,0,1,0.3684210526,0.6315789474,-35,-0.1001287001,-0.03314792761,-0.1069023569,-0.07929052483,-0.01985294118,-0.01550008576,0.00325203252,-0.0510467706,0.06097560976,-0.01028332421,-0.05555555556,0.04309874523,0.1296296296,0.02018629408,0,0.09139784946,-1,-0.2631578947,-1,-0.2631578947
US Open,2016/08/29,Hard,1st Round,Monfils G.,12,1.22,Muller G.,37,4,0,0.650092081,0.4802867384,0.5306643952,0.4896900359,0.6846846847,0.4285714286,0.5569962183,0.4931506849,0.6585365854,0.5026737968,0.5321407275,0.4976256431,0.6727272727,0.5294117647,0.5676416819,0.5182829889,0.7391304348,0.5740740741,0.5645889792,0.5144061841,0.6666666667,0.3333333333,0.6266666667,0.5632183908,0.7435897436,0.5454545455,0.5673382821,0.5230202578,0.8,0.3333333333,0.6299212598,0.5579710145,0.5,0.5,0.5714285714,0.4285714286,0.5,0.5,0.5714285714,0.4285714286,-25,0.1698053427,0.04097435931,0.2561132561,0.06384553333,0.1558627886,0.03451508443,0.143315508,0.04935869303,0.1650563607,0.05018279511,0.3333333333,0.06344827586,0.1981351981,0.04431802425,0.4666666667,0.07195024535,0,0.1428571429,0,0.1428571429
US Open,2016/08/29,Hard,1st Round,Isner J.,21,1.08,Tiafoe F.,125,8,0,0.6289978678,0.1538461538,0.5166048979,0.433048433,0.6265060241,0,0.6122059758,0.3720930233,0.6537313433,0.2,0.5189806493,0.4525547445,0.6595744681,0,0.6087352138,0.4375,0.5961538462,0.1428571429,0.5276705277,0.4378378378,0.7142857143,0,0.6358695652,0.3913043478,0.6666666667,0.2222222222,0.5374001452,0.4566929134,0.7142857143,0,0.6347305389,0.4827586207,0,0,0,0,0,0,0,0,-104,0.475151714,0.08355646485,0.6265060241,0.2401129526,0.4537313433,0.06642590473,0.6595744681,0.1712352138,0.4532967033,0.08983268983,0.7142857143,0.2445652174,0.4444444444,0.08070723186,0.7142857143,0.1519719182,0,0,0,0
US Open,2016/08/29,Hard,1st Round,Nadal R.,5,1.08,Istomin D.,107,8,0,0.8427895981,0.4644970414,0.5967365967,0.494520706,0.8823529412,0.5,0.6191275168,0.4681415929,0.7806603774,0.4589371981,0.5713198935,0.4939106901,0.8350515464,0.4838709677,0.5975443383,0.4597364568,0.7741935484,0.3333333333,0.5696202532,0.4806763285,0.6666666667,0.5,0.6363636364,0.4901960784,0.7142857143,0.3157894737,0.5439924314,0.4678714859,0.5,0.5,0.6044776119,0.4590163934,1,0,0.6633663366,0.3366336634,1,0,0.6633663366,0.3366336634,-102,0.3782925567,0.1022158908,0.3823529412,0.1509859239,0.3217231793,0.07740920337,0.3511805786,0.1378078815,0.4408602151,0.08894392466,0.1666666667,0.1461675579,0.3984962406,0.07612094547,0,0.1454612185,1,0.3267326733,1,0.3267326733
US Open,2016/08/29,Hard,1st Round,Delbonis F.,43,1.61,Baker B.,312,2.2,0,0.4722222222,0.3913043478,0.4917707151,0.4735177866,0.2,0.4666666667,0.4805194805,0.4226190476,0.3023255814,0.3103448276,0.4469835466,0.4581218274,0.2857142857,0.4285714286,0.3916083916,0.4059405941,0.525,0.2,0.5044510386,0.4312977099,0.2,0,0.4846153846,0.3333333333,0.3888888889,0.25,0.4621848739,0.4576271186,0.3333333333,0,0.4,0.5,0,0,0,0,0,0,0,0,-269,0.0809178744,0.01825292854,-0.2666666667,0.0579004329,-0.008019246191,-0.01113828079,-0.1428571429,-0.01433220245,0.325,0.07315332865,0.2,0.1512820513,0.1388888889,0.004557755306,0.3333333333,-0.1,0,0,0,0
US Open,2016/08/29,Hard,1st Round,Satral J.,226,1.5,Mcdonald M.,406,2.5,0,0,0,0.4230769231,0.2340425532,0,0,0.3333333333,0,0,0,0,0.2,0,0,0,0,0,0,0.4230769231,0.2727272727,0,0,0.3333333333,0,0,0,0,0.25,0,0,0,0,0,0,0,0,0,0,0,0,-180,0,0.1890343699,0,0.3333333333,0,-0.2,0,0,0,0.1503496503,0,0.3333333333,0,-0.25,0,0,0,0,0,0
US Open,2016/08/29,Hard,1st Round,Chiudinelli M.,144,1.83,Clezar G.,203,1.83,0,0.3428571429,0,0.4681972149,0.4090909091,0.4666666667,0,0.4260869565,0.375,0.3428571429,0,0.4763476348,0,0.5,0,0.4444444444,0,0.4,0,0.4444444444,0.4230769231,0,0,0.4,0.3333333333,0,0,0.4090909091,0,0,0,0.3333333333,0,0,0,0,0,0,0,0,0,-59,0.3428571429,0.05910630581,0.4666666667,0.05108695652,0.3428571429,0.4763476348,0.5,0.4444444444,0.4,0.02136752137,0,0.06666666667,0,0.4090909091,0,0.3333333333,0,0,0,0
US Open,2016/08/29,Hard,1st Round,Paire B.,34,1.44,Lajovic D.,59,2.62,0,0.4833333333,0.4158415842,0.4923615532,0.4800478851,0.4888888889,0.4375,0.4925925926,0.4388059701,0.4666666667,0.3428571429,0.4874470166,0.4561003421,0.4736842105,0.2,0.4748743719,0.4260869565,0.5,0.4838709677,0.4831932773,0.4894810659,0.5555555556,0.3333333333,0.4666666667,0.4343434343,0.5277777778,0.3846153846,0.4810267857,0.4533333333,0.6,0,0.4322033898,0.4146341463,0,1,0.36,0.64,0,1,0.36,0.64,-25,0.06749174917,0.01231366808,0.05138888889,0.05378662244,0.1238095238,0.03134667455,0.2736842105,0.04878741534,0.01612903226,-0.006287788608,0.2222222222,0.03232323232,0.1431623932,0.02769345238,0.6,0.01756924349,-1,-0.28,-1,-0.28
US Open,2016/08/29,Hard,1st Round,Pospisil V.,123,1.57,Kovalik J.,126,2.25,0,0.4223602484,0.25,0.4883988054,0.4824561404,0.3846153846,0,0.5140186916,0.5769230769,0.452991453,0.25,0.4960212202,0.4796747967,0.4545454545,0,0.5361930295,0.5714285714,0.3421052632,0.25,0.465625,0.4824561404,0,0,0.4426229508,0.5769230769,0.4324324324,0.25,0.4875675676,0.4796747967,0,0,0.5130434783,0.5714285714,0,0,0,0,0,0,0,0,-3,0.1723602484,0.005942665071,0.3846153846,-0.06290438533,0.202991453,0.01634642341,0.4545454545,-0.03523554194,0.09210526316,-0.01683114035,0,-0.1343001261,0.1824324324,0.00789277082,0,-0.05838509317,0,0,0,0
US Open,2016/08/29,Hard,1st Round,Anderson K.,35,1.33,Nishioka Y.,85,3.25,0,0.5602094241,0.4166666667,0.5140879399,0.472027972,0.5857142857,0.2,0.5412130638,0.4024390244,0.5779467681,0.4761904762,0.5174223648,0.4898373984,0.6111111111,0.3333333333,0.5470383275,0.4492753623,0.5,0.4210526316,0.5023562677,0.4745762712,0.5714285714,0.25,0.546875,0.4153846154,0.5945945946,0.4444444444,0.5163265306,0.4807256236,0.8,0.3333333333,0.5619834711,0.45,0,0,0,0,0,0,0,0,-50,0.1435427574,0.04205996792,0.3857142857,0.1387740394,0.1017562919,0.0275849664,0.2777777778,0.09776296521,0.07894736842,0.02777999649,0.3214285714,0.1314903846,0.1501501502,0.03560090703,0.4666666667,0.1119834711,0,0,0,0
US Open,2016/08/29,Hard,1st Round,Cuevas P.,20,1.22,Sela D.,80,4,0,0.5306122449,0.4083333333,0.5004060419,0.4752972701,0.3548387097,0.358490566,0.4943538269,0.4200968523,0.4155844156,0.4303797468,0.4716883117,0.4793920659,0.2857142857,0.4193548387,0.4285714286,0.4291044776,0.6140350877,0.375,0.5219414894,0.469953775,0.5,0.3333333333,0.5668449198,0.4166666667,0.4,0.3076923077,0.4845528455,0.4414414414,0.5,0.5,0.421686747,0.3829787234,1,0,0.6071428571,0.3928571429,1,0,0.6071428571,0.3928571429,-60,0.1222789116,0.02510877176,-0.00365185636,0.07425697455,-0.01479533125,-0.007703754257,-0.133640553,-0.0005330490405,0.2390350877,0.05198771432,0.1666666667,0.1501782531,0.09230769231,0.04311140409,0,0.03870802358,1,0.2142857143,1,0.2142857143
US Open,2016/08/29,Hard,1st Round,Herbert P.H.,114,1.9,Zverev M.,127,1.8,1,0.3666666667,0.3876404494,0.481981982,0.4681484876,0.4545454545,0.125,0.5,0.4469964664,0.3888888889,0.3846153846,0.4891304348,0.4731469152,0.6666666667,0.125,0.5166666667,0.4567474048,0.4,0.3888888889,0.4941520468,0.4924078091,0.5714285714,0,0.5,0.537037037,0.5,0.4615384615,0.520661157,0.5,0.6666666667,0,0.5,0.5384615385,0,0,0,0,0,0,0,0,-13,-0.02097378277,0.01383349436,0.3295454545,0.05300353357,0.004273504274,0.01598351956,0.5416666667,0.05991926182,0.01111111111,0.001744237673,0.5714285714,-0.03703703704,0.03846153846,0.02066115702,0.6666666667,-0.03846153846,0,0,0,0
US Open,2016/08/29,Hard,1st Round,Pouille L.,25,1.2,Kukushkin M.,67,4.33,0,0.4722222222,0.4210526316,0.4790772532,0.4783603829,0.375,0.40625,0.4233870968,0.4511041009,0.4,0.4827586207,0.465301479,0.4883879781,0,0.4117647059,0.407079646,0.4659685864,0.5227272727,0.3870967742,0.4814814815,0.460916442,0.5555555556,0.4,0.44,0.3883495146,0.4090909091,0.44,0.4525547445,0.4722222222,0,0.3333333333,0.3857142857,0.3950617284,0,0,0,0,0,0,0,0,-42,0.05116959064,0.0007168703641,-0.03125,-0.02771700417,-0.08275862069,-0.02308649919,-0.4117647059,-0.05888894037,0.1356304985,0.02056503943,0.1555555556,0.05165048544,-0.03090909091,-0.0196674777,-0.3333333333,-0.009347442681,0,0,0,0
US Open,2016/08/29,Hard,1st Round,Tsonga J.W.,11,1.04,Andreozzi G.,133,13,0,0.6841046278,0.3333333333,0.5408467501,0.4262295082,0.7686567164,0,0.5815804434,0.2727272727,0.6892307692,0,0.5423988678,0.28,0.7538461538,0,0.5837104072,0,0.7,0,0.5434472934,0,0.8,0,0.5944444444,0,0.6904761905,0,0.5453736655,0,0.7777777778,0,0.6041666667,0,0,0,0,0,0,0,0,0,-122,0.3507712944,0.114617242,0.7686567164,0.3088531707,0.6892307692,0.2623988678,0.7538461538,0.5837104072,0.7,0.5434472934,0.8,0.5944444444,0.6904761905,0.5453736655,0.7777777778,0.6041666667,0,0,0,0
US Open,2016/08/29,Hard,1st Round,Sock J.,27,1.3,Fritz T.,53,3.4,0,0.56875,0.4375,0.5147524994,0.4896640827,0.5517241379,0,0.5371747212,0.4215686275,0.5514018692,0.5,0.5113550341,0.5076923077,0.5,0,0.5362318841,0.4705882353,0.6595744681,0.4333333333,0.5348075348,0.4884979702,0.6666666667,0,0.5911949686,0.4270833333,0.65,0.5,0.5308900524,0.5076923077,0.6666666667,0,0.5873015873,0.4705882353,1,0,0.4772727273,0.5227272727,1,0,0.4772727273,0.5227272727,-26,0.13125,0.0250884167,0.5517241379,0.1156060937,0.05140186916,0.003662726373,0.5,0.06564364876,0.2262411348,0.04630956458,0.6666666667,0.1641116352,0.15,0.02319774466,0.6666666667,0.116713352,1,-0.04545454545,1,-0.04545454545
US Open,2016/08/29,Hard,1st Round,Mannarino A.,54,1.83,Harrison R.,120,1.83,1,0.4330357143,0.397515528,0.4807727027,0.4727800629,0.4047619048,0.24,0.4391534392,0.4540337711,0.4338235294,0.4117647059,0.4813599761,0.4756666667,0.45,0.2,0.4464285714,0.4599483204,0.5,0.4666666667,0.4948604993,0.4884910486,0.4285714286,0,0.467032967,0.4693877551,0.4324324324,0.4375,0.4811529933,0.4869976359,0.3333333333,0,0.4444444444,0.5,1,0,0.6206896552,0.3793103448,1,0,0.6206896552,0.3793103448,-66,0.03552018634,0.007992639746,0.1647619048,-0.01488033195,0.02205882353,0.005693309474,0.25,-0.01351974898,0.03333333333,0.006369450672,0.4285714286,-0.002354788069,-0.005067567568,-0.005844642586,0.3333333333,-0.05555555556,1,0.2413793103,1,0.2413793103
US Open,2016/08/29,Hard,1st Round,Haase R.,62,1.9,Duckworth J.,195,1.8,1,0.4451827243,0.3333333333,0.4893671865,0.4666230366,0.3488372093,0.2352941176,0.4863498483,0.4705882353,0.3945578231,0.3333333333,0.485106383,0.468875502,0.2777777778,0.3,0.4800838574,0.4296875,0.4705882353,0.2,0.4940282302,0.4636015326,0.3333333333,0,0.5175438596,0.4117647059,0.4285714286,0.25,0.5018726592,0.4723127036,0.3333333333,0,0.5072463768,0.425,0,0,0,0,0,0,0,0,-133,0.1118493909,0.02274414984,0.1135430917,0.01576161304,0.0612244898,0.01623088097,-0.02222222222,0.05039635744,0.2705882353,0.03042669762,0.3333333333,0.1057791538,0.1785714286,0.02955995559,0.3333333333,0.08224637681,0,0,0,0
US Open,2016/08/29,Hard,1st Round,Vesely J.,49,1.36,Myneni S.,143,3,0,0.4568965517,0,0.499343832,0,0.4,0,0.5128865979,0,0.42,0,0.4915254237,0,0.2857142857,0,0.4634146341,0,0.5227272727,0,0.5116861436,0,0.625,0,0.5472972973,0,0.4,0,0.4908256881,0,0.6666666667,0,0.4691358025,0,0,0,0,0,0,0,0,0,-94,0.4568965517,0.499343832,0.4,0.5128865979,0.42,0.4915254237,0.2857142857,0.4634146341,0.5227272727,0.5116861436,0.625,0.5472972973,0.4,0.4908256881,0.6666666667,0.4691358025,0,0,0,0
US Open,2016/08/29,Hard,1st Round,Bautista Agut R.,17,1.28,Garcia-Lopez G.,50,3.5,0,0.625,0.470260223,0.5333333333,0.490437361,0.6666666667,0.4197530864,0.5476190476,0.4724099099,0.6666666667,0.444,0.5588235294,0.4816159066,0,0.4523809524,0.7222222222,0.4532374101,0.625,0.4754098361,0.5333333333,0.4917817226,0.6666666667,0.5555555556,0.5476190476,0.4676616915,0.6666666667,0.4444444444,0.5588235294,0.4972972973,0,0.6666666667,0.7222222222,0.4666666667,0,0,0,0,0,0,0,0,-33,0.154739777,0.04289597233,0.2469135802,0.07520913771,0.2226666667,0.07720762283,-0.4523809524,0.2689848122,0.1495901639,0.04155161078,0.1111111111,0.07995735608,0.2222222222,0.06152623211,-0.6666666667,0.2555555556,0,0,0,0
