Tournament,Date,Surface,Round,player_0,player_0_rank,player_0_odd,player_1,player_1_rank,player_1_odd,outcome,player_0_match_win_percent,player_1_match_win_percent,player_0_games_win_percent,player_1_games_win_percent,player_0_5_set_match_win_percent,player_1_5_set_match_win_percent,player_0_close_sets_percent,player_1_close_sets_percent,player_0_match_win_percent_hard,player_1_match_win_percent_hard,player_0_games_win_percent_hard,player_1_games_win_percent_hard,player_0_5_set_match_win_percent_hard,player_1_5_set_match_win_percent_hard,player_0_close_sets_percent_hard,player_1_close_sets_percent_hard,player_0_match_win_percent_52,player_1_match_win_percent_52,player_0_games_win_percent_52,player_1_games_win_percent_52,player_0_5_set_match_win_percent_52,player_1_5_set_match_win_percent_52,player_0_close_sets_percent_52,player_1_close_sets_percent_52,player_0_match_win_percent_hard_60,player_1_match_win_percent_hard_60,player_0_games_win_percent_hard_60,player_1_games_win_percent_hard_60,player_0_5_set_match_win_percent_hard_60,player_1_5_set_match_win_percent_hard_60,player_0_close_sets_percent_hard_60,player_1_close_sets_percent_hard_60,player_0_match_win_percent_hh,player_1_match_win_percent_hh,player_0_games_win_percent_hh,player_1_games_win_percent_hh,player_0_match_win_percent_hard_hh,player_1_match_win_percent_hard_hh,player_0_games_win_percent_hard_hh,player_1_games_win_percent_hard_hh,diff_rank,diff_match_win_percent,diff_games_win_percent,diff_5_set_match_win_percent,diff_close_sets_percent,diff_match_win_percent_hard,diff_games_win_percent_hard,diff_5_set_match_win_percent_hard,diff_close_sets_percent_hard,diff_match_win_percent_52,diff_games_win_percent_52,diff_5_set_match_win_percent_52,diff_close_sets_percent_52,diff_match_win_percent_hard_60,diff_games_win_percent_hard_60,diff_5_set_match_win_percent_hard_60,diff_close_sets_percent_hard_60,diff_match_win_percent_hh,diff_games_win_percent_hh,diff_match_win_percent_hard_hh,diff_games_win_percent_hard_hh
US Open,2011/09/01,Hard,2nd Round,Monfils G.,7,1.16,Ferrero J.C.,105,5,1,0.6297468354,0.61829653,0.5216755967,0.5267032693,0.6857142857,0.6101694915,0.5367647059,0.5406922357,0.6333333333,0.5166666667,0.5203816132,0.5009960159,0.6774193548,0.52,0.5481727575,0.4780487805,0.737704918,0.6315789474,0.5325884544,0.5232067511,0.7333333333,0.6666666667,0.558685446,0.5396825397,0.7555555556,0.5,0.5350803043,0.5248618785,0.7777777778,0.75,0.5816993464,0.5384615385,0,1,0.4090909091,0.5909090909,0,1,0.4090909091,0.5909090909,-98,0.01145030547,-0.005027672591,0.07554479419,-0.003927529852,0.1166666667,0.01938559725,0.1574193548,0.07012397699,0.1061259707,0.009381703321,0.06666666667,0.01900290633,0.2555555556,0.01021842586,0.02777777778,0.04323780794,-1,-0.1818181818,-1,-0.1818181818
US Open,2011/09/01,Hard,2nd Round,Federer R.,3,1.01,Sela D.,93,21,0,0.8709055877,0.4146341463,0.5952989269,0.4797012017,0.9052631579,0.4137931034,0.6411977284,0.4238875878,0.8717948718,0.4352941176,0.597979294,0.4841849148,0.9263157895,0.4375,0.6509769094,0.4216027875,0.8227848101,0.3529411765,0.588688946,0.4826086957,0.8333333333,0.4,0.6070175439,0.4426229508,0.8507462687,0.4117647059,0.592020592,0.4853932584,0.8461538462,0.5,0.6211453744,0.4406779661,1,0,0.7826086957,0.2173913043,1,0,0.7826086957,0.2173913043,-90,0.4562714413,0.1155977252,0.4914700544,0.2173101406,0.4365007541,0.1137943792,0.4888157895,0.229374122,0.4698436337,0.1060802504,0.4333333333,0.164394593,0.4389815628,0.1066273336,0.3461538462,0.1804674083,1,0.5652173913,1,0.5652173913
US Open,2011/09/01,Hard,2nd Round,Granollers M.,32,1.38,Kukushkin M.,61,2.87,0,0.4569536424,0.4181818182,0.4862809019,0.472698908,0.375,0.3333333333,0.4371257485,0.4293785311,0.4222222222,0.5,0.4672413793,0.4832663989,0.4545454545,0.3333333333,0.4140127389,0.4607843137,0.5744680851,0.4444444444,0.5079069767,0.4807987711,0.3333333333,0.4,0.4379084967,0.4175824176,0.5,0.5238095238,0.4783464567,0.4829659319,0.5,0.3333333333,0.4054054054,0.4347826087,0,0,0,0,0,0,0,0,-29,0.0387718242,0.01358199397,0.04166666667,0.00774721743,-0.07777777778,-0.01602501962,0.1212121212,-0.04677157487,0.1300236407,0.02710820562,-0.06666666667,0.02032607915,-0.02380952381,-0.004619475171,0.1666666667,-0.02937720329,0,0,0,0
US Open,2011/09/01,Hard,2nd Round,Tsonga J.W.,11,1.02,Bubka S.,207,19,0,0.6830357143,0.5,0.5396825397,0.5,0.7540983607,0,0.5843828715,0.4,0.6944444444,0.5,0.5428271151,0.5168539326,0.7575757576,0,0.5863453815,0.4285714286,0.6607142857,0.5,0.5430686406,0.5168539326,0.7692307692,0,0.5927835052,0.4285714286,0.6666666667,0.5,0.5383707202,0.5168539326,0.75,0,0.5981308411,0.4285714286,1,0,0.6666666667,0.3333333333,1,0,0.6666666667,0.3333333333,-196,0.1830357143,0.03968253968,0.7540983607,0.1843828715,0.1944444444,0.0259731825,0.7575757576,0.157773953,0.1607142857,0.02621470806,0.7692307692,0.1642120766,0.1666666667,0.0215167876,0.75,0.1695594126,1,0.3333333333,1,0.3333333333
US Open,2011/09/01,Hard,2nd Round,Cilic M.,28,1.53,Tomic B.,60,2.37,0,0.6106870229,0.4,0.5286824022,0.4732650739,0.6538461538,0.5625,0.5483146067,0.4098360656,0.6388888889,0.3684210526,0.5344546934,0.467032967,0.7333333333,0.625,0.5569105691,0.397260274,0.5714285714,0.4736842105,0.5185995624,0.5,0.5,0.7,0.5163043478,0.4675324675,0.5476190476,0.3846153846,0.5198836081,0.4756446991,0.7142857143,0.75,0.5142857143,0.4255319149,1,0,0.56,0.44,1,0,0.56,0.44,-32,0.2106870229,0.0554173282,0.09134615385,0.1384785412,0.2704678363,0.0674217264,0.1083333333,0.1596502951,0.0977443609,0.01859956236,-0.2,0.04877188029,0.163003663,0.04423890901,-0.03571428571,0.08875379939,1,0.12,1,0.12
US Open,2011/09/01,Hard,2nd Round,Davydenko N.,39,1.18,Starace P.,52,4.5,0,0.686695279,0.4566037736,0.5596835837,0.4904657706,0.7471264368,0.1379310345,0.5680661578,0.4583821805,0.6626506024,0.2833333333,0.5544669545,0.4512276045,0.7872340426,0.07692307692,0.5576694411,0.3883495146,0.4807692308,0.5,0.5124099279,0.4872231687,0.3333333333,0.25,0.5119047619,0.4473684211,0.511627907,0.375,0.5234297109,0.4576271186,0.5,0.3333333333,0.5109489051,0.3703703704,1,0,0.6444444444,0.3555555556,1,0,0.6444444444,0.3555555556,-13,0.2300915054,0.06921781313,0.6091954023,0.1096839772,0.3793172691,0.10323935,0.7103109656,0.1693199266,-0.01923076923,0.02518675929,0.08333333333,0.06453634085,0.136627907,0.06580259222,0.1666666667,0.1405785347,1,0.2888888889,1,0.2888888889
US Open,2011/09/01,Hard,2nd Round,Dolgopolov O.,23,1.11,Cipolla F.,108,6.5,0,0.5376344086,0.2619047619,0.5027530707,0.4002057613,0.625,0.3333333333,0.4951768489,0.2569444444,0.5454545455,0.3333333333,0.4977738201,0.4324324324,0.7142857143,0.4285714286,0.5,0.3235294118,0.5806451613,0.1818181818,0.514,0.3777777778,0.7,0,0.5,0.1621621622,0.575,0.2,0.5034146341,0.375,0.7142857143,0,0.5074626866,0.1764705882,0,0,0,0,0,0,0,0,-85,0.2757296467,0.1025473094,0.2916666667,0.2382324044,0.2121212121,0.06534138769,0.2857142857,0.1764705882,0.3988269795,0.1362222222,0.7,0.3378378378,0.375,0.1284146341,0.7142857143,0.3309920983,0,0,0,0
US Open,2011/09/01,Hard,2nd Round,Verdasco F.,19,1.14,Ilhan M.,101,5.5,0,0.6095238095,0.3225806452,0.5315562884,0.4671361502,0.6781609195,0.4444444444,0.5592747559,0.4144144144,0.5853658537,0.2727272727,0.528284332,0.4528650647,0.7045454545,0.4,0.5547652916,0.3684210526,0.5614035088,0.2352941176,0.5219672131,0.4481236203,0.7142857143,0.3333333333,0.5376884422,0.4385964912,0.55,0.09090909091,0.5240253853,0.4196078431,0.8,0,0.5714285714,0.3714285714,0,0,0,0,0,0,0,0,-82,0.2869431644,0.06442013812,0.2337164751,0.1448603415,0.3126385809,0.07541926727,0.3045454545,0.186344239,0.3261093911,0.07384359281,0.380952381,0.09909195098,0.4590909091,0.1044175422,0.8,0.2,0,0,0,0
US Open,2011/09/01,Hard,2nd Round,Gasquet R.,13,1.22,Karlovic I.,94,4,1,0.652173913,0.5425531915,0.5449037776,0.508837909,0.6507936508,0.4,0.5521102498,0.6079913607,0.6108108108,0.5357142857,0.5374751271,0.5094983991,0.6451612903,0.4545454545,0.5478119935,0.6094890511,0.6774193548,0.4516129032,0.5439739414,0.495412844,0.7333333333,0.25,0.537037037,0.5940594059,0.6595744681,0.5,0.5400540054,0.5048543689,0.75,0.5,0.5477707006,0.6428571429,0,0,0,0,0,0,0,0,-81,0.1096207216,0.03606586863,0.2507936508,-0.05588111091,0.0750965251,0.02797672798,0.1906158358,-0.06167705758,0.2258064516,0.04856109733,0.4833333333,-0.0570223689,0.1595744681,0.03519963647,0.25,-0.09508644222,0,0,0,0
US Open,2011/09/01,Hard,2nd Round,Fish M.,8,1.01,Jaziri M.,181,23,0,0.6077738516,0,0.5258741259,0.6285714286,0.5882352941,0,0.5362776025,0.6,0.6281407035,0,0.5335880933,0.6285714286,0.6333333333,0,0.5555555556,0.6,0.7115384615,0,0.5518035303,0.6285714286,0.6923076923,0,0.543956044,0.6,0.7735849057,0,0.568735271,0.6285714286,0.7142857143,0,0.5780346821,0.6,0,0,0,0,0,0,0,0,-173,0.6077738516,-0.1026973027,0.5882352941,-0.06372239748,0.6281407035,-0.09498333525,0.6333333333,-0.04444444444,0.7115384615,-0.07676789826,0.6923076923,-0.05604395604,0.7735849057,-0.05983615756,0.7142857143,-0.02196531792,0,0,0,0
US Open,2011/09/02,Hard,2nd Round,Djokovic N.,1,1.002,Berlocq C.,74,34,0,0.7910798122,0.34,0.5768981181,0.4677353062,0.826446281,0.1875,0.6006578947,0.4186746988,0.7969348659,0.2222222222,0.5779859485,0.4436936937,0.8225806452,0.1666666667,0.6085997795,0.3484848485,0.9102564103,0.3939393939,0.6263736264,0.4870283019,0.9130434783,0.4,0.625,0.4770642202,0.8709677419,0.375,0.6166547021,0.4827586207,0.9230769231,0.3333333333,0.6179245283,0.3666666667,0,0,0,0,0,0,0,0,-73,0.4510798122,0.1091628119,0.638946281,0.1819831959,0.5747126437,0.1342922548,0.6559139785,0.260114931,0.5163170163,0.1393453245,0.5130434783,0.1479357798,0.4959677419,0.1338960814,0.5897435897,0.2512578616,0,0,0,0
US Open,2011/09/02,Hard,2nd Round,Del Potro J.M.,18,1.002,Junqueira D.,104,34,0,0.6965811966,0.2571428571,0.5529738165,0.4128787879,0.7169811321,0.3333333333,0.5631188119,0.2991452991,0.7039473684,0.2,0.5531291611,0.389380531,0.8,0,0.5717054264,0.2941176471,0.7254901961,0.4,0.5650713686,0.3921568627,0.7,0,0.5664739884,0.3333333333,0.6764705882,0,0.5475543478,0,0.6666666667,0,0.5277777778,0,0,0,0,0,0,0,0,0,-86,0.4394383394,0.1400950287,0.3836477987,0.2639735127,0.5039473684,0.1637486301,0.8,0.2775877793,0.3254901961,0.1729145059,0.7,0.2331406551,0.6764705882,0.5475543478,0.6666666667,0.5277777778,0,0,0,0
US Open,2011/09/02,Hard,2nd Round,Benneteau J.,81,1.25,Istomin D.,95,3.75,0,0.4718309859,0.4473684211,0.4862668161,0.4854173651,0.4285714286,0.52,0.4679487179,0.4413265306,0.4838709677,0.4637681159,0.4838622186,0.4837775203,0.375,0.5333333333,0.444668008,0.4219409283,0.4848484848,0.35,0.5011904762,0.4580777096,0.6,0.3333333333,0.4678899083,0.3636363636,0.5714285714,0.4864864865,0.5237191651,0.4917491749,1,0.5,0.5373134328,0.4453781513,1,0,0.6,0.4,1,0,0.6,0.4,-14,0.02446256486,0.0008494510748,-0.09142857143,0.02662218734,0.0201028518,8.47E-05,-0.1583333333,0.02272707978,0.1348484848,0.04311276658,0.2666666667,0.1042535446,0.08494208494,0.03196999017,0.5,0.09193528158,1,0.2,1,0.2
US Open,2011/09/02,Hard,2nd Round,Gulbis E.,53,1.28,Muller G.,68,3.5,1,0.4836956522,0.4210526316,0.4998922646,0.4749009247,0.4666666667,0.4482758621,0.4852941176,0.4375,0.5045045045,0.4931506849,0.4998187749,0.4925962488,0.4285714286,0.5789473684,0.4986149584,0.4747081712,0.4473684211,0.5384615385,0.4781181619,0.4922680412,0.25,0.6,0.4508196721,0.5510204082,0.4864864865,0.5384615385,0.4924078091,0.501312336,0.3333333333,0.6666666667,0.5128205128,0.6,0,0,0,0,0,0,0,0,-15,0.06264302059,0.0249913399,0.0183908046,0.04779411765,0.01135381957,0.007222526152,-0.1503759398,0.02390678724,-0.09109311741,-0.01414987931,-0.35,-0.100200736,-0.05197505198,-0.008904526847,-0.3333333333,-0.08717948718,0,0,0,0
US Open,2011/09/02,Hard,2nd Round,Wawrinka S.,14,1.25,Young D.,84,3.75,1,0.5922330097,0.3037974684,0.5219239645,0.4459243474,0.6486486486,0.2,0.536744186,0.3632958801,0.5986842105,0.3064516129,0.5225647349,0.4448979592,0.7105263158,0.25,0.5338345865,0.3619047619,0.6607142857,0.4782608696,0.5272727273,0.4962264151,0.75,0.3333333333,0.545,0.4533333333,0.6829268293,0.4545454545,0.5352112676,0.487854251,0.8181818182,0.3333333333,0.5310344828,0.4166666667,0,0,0,0,0,0,0,0,-70,0.2884355414,0.07599961717,0.4486486486,0.1734483059,0.2922325976,0.07766677571,0.4605263158,0.1719298246,0.1824534161,0.03104631218,0.4166666667,0.09166666667,0.2283813747,0.04735701659,0.4848484848,0.1143678161,0,0,0,0
US Open,2011/09/02,Hard,2nd Round,Chela J.I.,24,2.1,Darcis S.,102,1.66,0,0.5205479452,0.4512195122,0.5061728395,0.4880429478,0.5,0.375,0.4907024793,0.4460431655,0.5087719298,0.4285714286,0.5049708605,0.4849884527,0.5416666667,0.3333333333,0.4897435897,0.4273504274,0.5625,0.5454545455,0.5228013029,0.5031446541,0.5555555556,0.75,0.5061728395,0.512195122,0.4210526316,0.6666666667,0.4906832298,0.5180722892,0.3333333333,0,0.4444444444,0.55,0,0,0,0,0,0,0,0,-78,0.06932843301,0.01812989173,0.125,0.04465931387,0.08020050125,0.01998240782,0.2083333333,0.06239316239,0.01704545455,0.01965664884,-0.1944444444,-0.006022282445,-0.2456140351,-0.02738905934,0.3333333333,-0.1055555556,0,0,0,0
US Open,2011/09/02,Hard,2nd Round,Isner J.,22,1.1,Ginepri R.,363,7,0,0.5945945946,0.5042735043,0.5080497622,0.5101739416,0.5483870968,0.4772727273,0.5931928687,0.5113924051,0.6267605634,0.5481927711,0.5129151292,0.525554259,0.619047619,0.5769230769,0.5982905983,0.5454545455,0.6140350877,0.4,0.5151331719,0.5114503817,0.5555555556,0,0.6031746032,0.5294117647,0.6470588235,0.4166666667,0.5240715268,0.4953560372,0.7142857143,0.5,0.6167664671,0.525,0.5,0.5,0.4727272727,0.5272727273,0.5,0.5,0.4727272727,0.5272727273,-341,0.09032109032,-0.002124179416,0.0711143695,0.08180046366,0.0785677923,-0.01263912989,0.04212454212,0.05283605284,0.2140350877,0.003682790233,0.5555555556,0.07376283847,0.2303921569,0.02871548967,0.2142857143,0.09176646707,0,-0.05454545455,0,-0.05454545455
US Open,2011/09/02,Hard,2nd Round,Simon G.,12,1.14,Garcia-Lopez G.,37,5.5,0,0.6070381232,0.462585034,0.5198449977,0.4894255697,0.6078431373,0.4375,0.5173333333,0.463190184,0.6153846154,0.4609375,0.523019035,0.4796449342,0.64,0.4583333333,0.5234899329,0.4537037037,0.6811594203,0.5,0.5374574347,0.4944320713,0.6666666667,0.5555555556,0.5454545455,0.505952381,0.6666666667,0.5806451613,0.5354017502,0.4988262911,0.6666666667,0.6666666667,0.5393939394,0.5333333333,1,0,0.5652173913,0.4347826087,1,0,0.5652173913,0.4347826087,-25,0.1444530892,0.030419428,0.1703431373,0.05414314928,0.1544471154,0.04337410078,0.1816666667,0.06978622918,0.1811594203,0.04302536346,0.1111111111,0.0395021645,0.08602150538,0.03657545912,0,0.006060606061,1,0.1304347826,1,0.1304347826
US Open,2011/09/02,Hard,2nd Round,Melzer J.,17,1.28,Kunitsyn I.,62,3.5,1,0.5467422096,0.3913043478,0.5067254686,0.4644246168,0.609375,0.2608695652,0.5122156698,0.3996655518,0.5224719101,0.3636363636,0.4985754986,0.4512288786,0.5357142857,0.3333333333,0.5101694915,0.3898305085,0.5869565217,0.4193548387,0.5192143467,0.4751958225,0.7,0.5,0.5253164557,0.4095238095,0.5882352941,0.3913043478,0.514573991,0.464664311,0.75,0.6666666667,0.5338983051,0.44,0,1,0.4642857143,0.5357142857,0,1,0.4642857143,0.5357142857,-45,0.1554378618,0.04230085179,0.3485054348,0.1125501179,0.1588355465,0.04734661993,0.2023809524,0.1203389831,0.167601683,0.04401852426,0.2,0.1157926462,0.1969309463,0.04990968008,0.08333333333,0.09389830508,-1,-0.07142857143,-1,-0.07142857143
US Open,2011/09/02,Hard,2nd Round,Lopez F.,26,1.25,Pospisil V.,143,3.75,0,0.4969512195,0.6666666667,0.493955292,0.5833333333,0.5409836066,0,0.4981916817,0.5454545455,0.4838709677,0.6666666667,0.4925828084,0.5833333333,0.5666666667,0,0.5048543689,0.5454545455,0.5185185185,0.6666666667,0.49932341,0.5833333333,0.6363636364,0,0.5108695652,0.5454545455,0.40625,0.6666666667,0.4772182254,0.5833333333,0.6666666667,0,0.4444444444,0.5454545455,0,0,0,0,0,0,0,0,-117,-0.1697154472,-0.08937804136,0.5409836066,-0.04726286372,-0.1827956989,-0.09075052496,0.5666666667,-0.04060017652,-0.1481481481,-0.08400992332,0.6363636364,-0.03458498024,-0.2604166667,-0.1061151079,0.6666666667,-0.101010101,0,0,0,0
US Open,2011/09/02,Hard,2nd Round,Murray A.,4,1.07,Haase R.,41,9,0,0.7292225201,0.4757281553,0.5591788731,0.4953823421,0.7472527473,0.4705882353,0.5741737125,0.5072886297,0.75,0.462962963,0.560984061,0.4917680744,0.7333333333,0.5,0.5789473684,0.5056179775,0.7333333333,0.5681818182,0.5696202532,0.5193602694,0.8095238095,0.75,0.545045045,0.5743243243,0.7234042553,0.5217391304,0.5672043011,0.5139318885,0.8,0.75,0.5652173913,0.6103896104,0,1,0.380952381,0.619047619,0,1,0.380952381,0.619047619,-37,0.2534943648,0.06379653101,0.276664512,0.06688508279,0.287037037,0.06921598654,0.2333333333,0.07332939089,0.1651515152,0.0502599838,0.05952380952,-0.02927927928,0.2016651249,0.05327241253,0.05,-0.04517221909,-1,-0.2380952381,-1,-0.2380952381
US Open,2011/09/02,Hard,2nd Round,Ljubicic I.,31,2.1,Nalbandian D.,76,1.66,1,0.6451612903,0.6947368421,0.5293101697,0.5456674473,0.5757575758,0.7246376812,0.5753205128,0.5629405841,0.6651376147,0.6708860759,0.5324232082,0.5413642961,0.5483870968,0.7368421053,0.5712290503,0.5654545455,0.5869565217,0.6129032258,0.5224766751,0.5194109772,0.7272727273,0.7142857143,0.525,0.4672897196,0.5483870968,0.696969697,0.503192848,0.5446428571,0.6,0.8,0.4951456311,0.5229357798,0.6666666667,0.3333333333,0.4964028777,0.5035971223,0.6666666667,0.3333333333,0.4964028777,0.5035971223,-45,-0.04957555178,-0.01635727764,-0.1488801054,0.01237992873,-0.00574846127,-0.00894108789,-0.1884550085,0.005774504825,-0.02594670407,0.003065697906,0.01298701299,0.05771028037,-0.1485826002,-0.04145000912,-0.2,-0.02779014875,0.3333333333,-0.007194244604,0.3333333333,-0.007194244604
US Open,2011/09/02,Hard,2nd Round,Ferrer D.,5,1.28,Blake J.,63,3.5,0,0.6718403548,0.64,0.552739166,0.5354531354,0.7032967033,0.6060606061,0.5596091205,0.5668358714,0.6363636364,0.671875,0.544326888,0.5427774334,0.6956521739,0.6888888889,0.5558510638,0.5699300699,0.7368421053,0.53125,0.5757412399,0.4924050633,0.7777777778,0.3333333333,0.5909090909,0.5,0.693877551,0.5384615385,0.5559131134,0.5080558539,0.8181818182,0.75,0.5857988166,0.496,0,1,0.2941176471,0.7058823529,0,1,0.2941176471,0.7058823529,-58,0.03184035477,0.0172860306,0.09723609724,-0.007226750883,-0.03551136364,0.001549454643,0.006763285024,-0.0140790061,0.2055921053,0.0833361766,0.4444444444,0.09090909091,0.1554160126,0.04785725951,0.06818181818,0.08979881657,-1,-0.4117647059,-1,-0.4117647059
US Open,2011/09/02,Hard,2nd Round,Bogomolov A.,44,1.14,Dutra Da Silva R.,114,5.5,0,0.4782608696,0,0.4834377798,0,0.5,0,0.4350649351,0,0.46875,0,0.4811443433,0,0.5,0,0.4519230769,0,0.5862068966,0,0.5195530726,0,0.6,0,0.4845360825,0,0.5789473684,0,0.5156950673,0,0,0,0.5084745763,0,0,0,0,0,0,0,0,0,-70,0.4782608696,0.4834377798,0.5,0.4350649351,0.46875,0.4811443433,0.5,0.4519230769,0.5862068966,0.5195530726,0.6,0.4845360825,0.5789473684,0.5156950673,0,0.5084745763,0,0,0,0
US Open,2011/09/03,Hard,2nd Round,Mayer F.,27,1.1,Lisnard J.R.,542,7,0,0.4956521739,0.2972972973,0.4968565089,0.4329461457,0.4722222222,0.3333333333,0.4461942257,0.3643410853,0.4700854701,0.3684210526,0.4918397626,0.4541910331,0.45,0.6,0.4092071611,0.447761194,0.5862068966,0.5,0.5106539309,0.5098039216,0.5714285714,0,0.4680851064,0.5,0.5384615385,0,0.5105633803,0.6129032258,0.5,0,0.44,0.6,0,0,0,0,0,0,0,0,-515,0.1983548766,0.06391036315,0.1388888889,0.08185314045,0.1016644175,0.03764872947,-0.15,-0.0385540329,0.08620689655,0.0008500093645,0.5714285714,-0.03191489362,0.5384615385,-0.1023398455,0.5,-0.16,0,0,0,0
US Open,2011/09/03,Hard,2nd Round,Roddick A.,21,1.05,Sock J.,555,11,0,0.7599009901,0.3333333333,0.5591045335,0.4565217391,0.7473684211,0.5,0.6212553495,0.4615384615,0.7653061224,0.3333333333,0.5626833822,0.4565217391,0.7592592593,0.5,0.6282828283,0.4615384615,0.652173913,0.5,0.5442238267,0.4918032787,0.75,0,0.5454545455,0.625,0.6734693878,0.3333333333,0.5483333333,0.4565217391,0.7142857143,0.5,0.5838509317,0.4615384615,0,0,0,0,0,0,0,0,-534,0.4265676568,0.1025827944,0.2473684211,0.159716888,0.4319727891,0.1061616431,0.2592592593,0.1667443667,0.152173913,0.05242054803,0.75,-0.07954545455,0.3401360544,0.0918115942,0.2142857143,0.1223124701,0,0,0,0
US Open,2011/09/03,Hard,3rd Round,Federer R.,3,1.14,Cilic M.,28,5.5,0,0.8711538462,0.6121673004,0.5955260857,0.5297096054,0.9057591623,0.6603773585,0.6410916581,0.548603352,0.8722044728,0.6413793103,0.5983586173,0.5362827084,0.9270833333,0.7419354839,0.6507515473,0.5573440644,0.8227848101,0.5892857143,0.5895983522,0.5254110613,0.8333333333,0.625,0.6070175439,0.5108695652,0.8529411765,0.5581395349,0.5940468651,0.5266159696,0.8571428571,0.75,0.6206896552,0.5172413793,1,0,0.6315789474,0.3684210526,1,0,0.6315789474,0.3684210526,-25,0.2589865458,0.06581648033,0.2453818038,0.09248830613,0.2308251625,0.06207590887,0.1851478495,0.09340748292,0.2334990958,0.06418729093,0.2083333333,0.09614797864,0.2948016416,0.06743089552,0.1071428571,0.1034482759,1,0.2631578947,1,0.2631578947
US Open,2011/09/03,Hard,3rd Round,Dolgopolov O.,23,2.25,Karlovic I.,94,1.57,0,0.5425531915,0.5441696113,0.503528435,0.5089820359,0.6470588235,0.4146341463,0.5,0.6079484425,0.5555555556,0.5384615385,0.4995730145,0.5097375106,0.75,0.4782608696,0.5099337748,0.609403255,0.5873015873,0.46875,0.5148578811,0.4972557629,0.7272727273,0.4,0.5071090047,0.5943396226,0.5853658537,0.5217391304,0.5051258155,0.5068493151,0.75,0.6666666667,0.5179856115,0.64,0,0,0,0,0,0,0,0,-71,-0.001616419818,-0.005453600893,0.2324246772,-0.1079484425,0.01709401709,-0.01016449607,0.2717391304,-0.09946948014,0.1185515873,0.01760211824,0.3272727273,-0.0872306179,0.06362672322,-0.001723499598,0.08333333333,-0.1220143885,0,0,0,0
US Open,2011/09/03,Hard,3rd Round,Fish M.,8,1.2,Anderson K.,34,4.33,0,0.6091549296,0.5048543689,0.526477146,0.5069750367,0.5961538462,0.375,0.5366108787,0.5307917889,0.63,0.5571428571,0.5344137655,0.5165637282,0.6451612903,0.4444444444,0.5558912387,0.5394736842,0.7115384615,0.5849056604,0.5510360706,0.5280059746,0.6923076923,0.5,0.543956044,0.5257142857,0.7777777778,0.6382978723,0.571208622,0.5409974641,0.75,0.6666666667,0.5786516854,0.5816993464,0,0,0,0,0,0,0,0,-26,0.1043005606,0.01950210933,0.2211538462,0.005819089805,0.07285714286,0.01785003726,0.2007168459,0.01641755446,0.1266328012,0.023030096,0.1923076923,0.01824175824,0.1394799054,0.03021115794,0.08333333333,-0.003047661012,0,0,0,0
US Open,2011/09/03,Hard,3rd Round,Monaco J.,36,1.36,Haas T.,475,3,0,0.5533980583,0.6468253968,0.5142125825,0.5368670418,0.4,0.7142857143,0.4995034757,0.5623582766,0.4622641509,0.6436781609,0.4882506527,0.5412026726,0.4347826087,0.7368421053,0.4395604396,0.5518394649,0.5111111111,0.3636363636,0.5100182149,0.5,0.4,0.5,0.5034482759,0.512195122,0.5,0.4285714286,0.5093167702,0.5210526316,0.5,1,0.476744186,0.52,0.6666666667,0.3333333333,0.5138888889,0.4861111111,0.6666666667,0.3333333333,0.5138888889,0.4861111111,-439,-0.09342733857,-0.02265445924,-0.3142857143,-0.06285480097,-0.18141401,-0.05295201986,-0.3020594966,-0.1122790253,0.1474747475,0.01001821494,-0.1,-0.008746846089,0.07142857143,-0.01173586139,-0.5,-0.04325581395,0.3333333333,0.02777777778,0.3333333333,0.02777777778
US Open,2011/09/04,Hard,3rd Round,Tsonga J.W.,11,1.45,Verdasco F.,19,2.55,0,0.6844444444,0.6104513064,0.5402336679,0.5319382253,0.7580645161,0.6818181818,0.5844806008,0.5594162613,0.6965517241,0.5873786408,0.5436766623,0.5290740741,0.7647058824,0.7111111111,0.5864811133,0.5550847458,0.6666666667,0.5614035088,0.5452145215,0.5209424084,0.7857142857,0.7142857143,0.5929648241,0.5376884422,0.6764705882,0.5609756098,0.5422374429,0.5279007972,0.8,0.8181818182,0.5982142857,0.5724137931,0,1,0.4358974359,0.5641025641,0,1,0.4358974359,0.5641025641,-8,0.07399313803,0.008295442579,0.07624633431,0.02506433946,0.1091730834,0.01460258825,0.05359477124,0.03139636756,0.1052631579,0.02427211308,0.07142857143,0.05527638191,0.1154949785,0.01433664576,-0.01818181818,0.02580049261,-1,-0.1282051282,-1,-0.1282051282
US Open,2011/09/04,Hard,3rd Round,Djokovic N.,1,1.02,Davydenko N.,39,17,0,0.7915690867,0.687366167,0.5774960674,0.5598794433,0.8278688525,0.75,0.6006557377,0.5681674065,0.7977099237,0.664,0.5789883268,0.5548578982,0.8253968254,0.7916666667,0.6085526316,0.5579196217,0.9090909091,0.5,0.6297129994,0.5191693291,0.9090909091,0.5,0.6254545455,0.5297619048,0.873015873,0.5227272727,0.6206652512,0.5266214908,0.9285714286,0.6,0.6175115207,0.514084507,0.8,0.2,0.5413533835,0.4586466165,0.8,0.2,0.5413533835,0.4586466165,-38,0.1042029196,0.01761662405,0.07786885246,0.03248833124,0.1337099237,0.02413042863,0.03373015873,0.05063300983,0.4090909091,0.1105436704,0.4090909091,0.09569264069,0.3502886003,0.09404376044,0.3285714286,0.1034270137,0.6,0.08270676692,0.6,0.08270676692
